idx,exact_offsets,exact_offset_count,candidate_offsets,input_shape
156,"6,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 2], ""least_color_bbox_tl"": [2, 3], ""least_color_centered"": [5, 5], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 2], ""comp_size_desc_tl"": [6, 0], ""comp_size_desc_clamped"": [6, 0], ""comp_area_desc_tl"": [6, 6], ""comp_area_desc_clamped"": [6, 6], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [6, 0], ""comp_c0_asc_clamped"": [6, 0], ""comp_color_asc_tl"": [2, 3], ""comp_color_asc_clamped"": [2, 3]}",9x9
157,"0,1",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [2, 1], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [0, 5], ""comp_size_desc_clamped"": [0, 5], ""comp_area_desc_tl"": [0, 5], ""comp_area_desc_clamped"": [0, 5], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [0, 1], ""comp_c0_asc_clamped"": [0, 1], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
158,"2,0",1,"{""nz_bbox_tl"": [2, 0], ""mode_color_bbox_tl"": [2, 1], ""mode_color_centered"": [5, 3], ""least_color_bbox_tl"": [2, 0], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [2, 1], ""color8_centered"": [5, 3], ""comp_size_desc_tl"": [6, 5], ""comp_size_desc_clamped"": [6, 5], ""comp_area_desc_tl"": [2, 0], ""comp_area_desc_clamped"": [2, 0], ""comp_r0_asc_tl"": [2, 0], ""comp_r0_asc_clamped"": [2, 0], ""comp_c0_asc_tl"": [2, 0], ""comp_c0_asc_clamped"": [2, 0], ""comp_color_asc_tl"": [2, 0], ""comp_color_asc_clamped"": [2, 0]}",9x9
159,"6,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [4, 4], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [6, 6], ""comp_size_desc_clamped"": [6, 6], ""comp_area_desc_tl"": [0, 6], ""comp_area_desc_clamped"": [0, 6], ""comp_r0_asc_tl"": [0, 6], ""comp_r0_asc_clamped"": [0, 6], ""comp_c0_asc_tl"": [6, 0], ""comp_c0_asc_clamped"": [6, 0], ""comp_color_asc_tl"": [0, 6], ""comp_color_asc_clamped"": [0, 6]}",9x9
160,"2,6",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [4, 3], ""least_color_bbox_tl"": [1, 1], ""least_color_centered"": [2, 4], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [4, 3], ""comp_size_desc_tl"": [6, 5], ""comp_size_desc_clamped"": [6, 5], ""comp_area_desc_tl"": [5, 0], ""comp_area_desc_clamped"": [5, 0], ""comp_r0_asc_tl"": [1, 2], ""comp_r0_asc_clamped"": [1, 2], ""comp_c0_asc_tl"": [5, 0], ""comp_c0_asc_clamped"": [5, 0], ""comp_color_asc_tl"": [1, 2], ""comp_color_asc_clamped"": [1, 2]}",9x9
161,"0,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 4], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 2], ""comp_size_desc_tl"": [0, 6], ""comp_size_desc_clamped"": [0, 6], ""comp_area_desc_tl"": [0, 6], ""comp_area_desc_clamped"": [0, 6], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
162,"5,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 3], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [2, 4], ""comp_size_desc_tl"": [5, 0], ""comp_size_desc_clamped"": [5, 0], ""comp_area_desc_tl"": [5, 0], ""comp_area_desc_clamped"": [5, 0], ""comp_r0_asc_tl"": [0, 2], ""comp_r0_asc_clamped"": [0, 2], ""comp_c0_asc_tl"": [5, 0], ""comp_c0_asc_clamped"": [5, 0], ""comp_color_asc_tl"": [0, 6], ""comp_color_asc_clamped"": [0, 6]}",9x9
163,"6,1",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [4, 4], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [4, 4], ""comp_size_desc_tl"": [6, 5], ""comp_size_desc_clamped"": [6, 5], ""comp_area_desc_tl"": [0, 6], ""comp_area_desc_clamped"": [0, 6], ""comp_r0_asc_tl"": [0, 6], ""comp_r0_asc_clamped"": [0, 6], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [0, 6], ""comp_color_asc_clamped"": [0, 6]}",9x9
164,"0,2",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [1, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [1, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [4, 4], ""comp_size_desc_tl"": [4, 6], ""comp_size_desc_clamped"": [4, 6], ""comp_area_desc_tl"": [0, 2], ""comp_area_desc_clamped"": [0, 2], ""comp_r0_asc_tl"": [0, 2], ""comp_r0_asc_clamped"": [0, 2], ""comp_c0_asc_tl"": [5, 0], ""comp_c0_asc_clamped"": [5, 0], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
165,"5,2",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [1, 4], ""least_color_bbox_tl"": [2, 1], ""least_color_centered"": [4, 3], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [1, 4], ""comp_size_desc_tl"": [0, 5], ""comp_size_desc_clamped"": [0, 5], ""comp_area_desc_tl"": [5, 2], ""comp_area_desc_clamped"": [5, 2], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [0, 1], ""comp_c0_asc_clamped"": [0, 1], ""comp_color_asc_tl"": [2, 1], ""comp_color_asc_clamped"": [2, 1]}",9x9
166,"1,6",1,"{""nz_bbox_tl"": [1, 1], ""mode_color_bbox_tl"": [1, 1], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [1, 1], ""least_color_centered"": [3, 5], ""color8_bbox_tl"": [1, 1], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [1, 6], ""comp_size_desc_clamped"": [1, 6], ""comp_area_desc_tl"": [1, 6], ""comp_area_desc_clamped"": [1, 6], ""comp_r0_asc_tl"": [1, 1], ""comp_r0_asc_clamped"": [1, 1], ""comp_c0_asc_tl"": [1, 1], ""comp_c0_asc_clamped"": [1, 1], ""comp_color_asc_tl"": [1, 6], ""comp_color_asc_clamped"": [1, 6]}",9x9
167,"1,1",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [4, 4], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [3, 1], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [4, 4], ""comp_size_desc_tl"": [2, 6], ""comp_size_desc_clamped"": [2, 6], ""comp_area_desc_tl"": [1, 1], ""comp_area_desc_clamped"": [1, 1], ""comp_r0_asc_tl"": [1, 1], ""comp_r0_asc_clamped"": [1, 1], ""comp_c0_asc_tl"": [6, 0], ""comp_c0_asc_clamped"": [6, 0], ""comp_color_asc_tl"": [1, 1], ""comp_color_asc_clamped"": [1, 1]}",9x9
168,"0,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 2], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [0, 0], ""comp_size_desc_clamped"": [0, 0], ""comp_area_desc_tl"": [0, 0], ""comp_area_desc_clamped"": [0, 0], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
169,"0,5",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 2], ""mode_color_centered"": [2, 4], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [1, 2], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [1, 2], ""comp_size_desc_tl"": [0, 5], ""comp_size_desc_clamped"": [0, 5], ""comp_area_desc_tl"": [0, 5], ""comp_area_desc_clamped"": [0, 5], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [0, 1], ""comp_c0_asc_clamped"": [0, 1], ""comp_color_asc_tl"": [0, 5], ""comp_color_asc_clamped"": [0, 5]}",9x9
170,"2,5",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 1], ""mode_color_centered"": [3, 2], ""least_color_bbox_tl"": [2, 0], ""least_color_centered"": [4, 3], ""color8_bbox_tl"": [1, 1], ""color8_centered"": [3, 2], ""comp_size_desc_tl"": [1, 1], ""comp_size_desc_clamped"": [1, 1], ""comp_area_desc_tl"": [2, 5], ""comp_area_desc_clamped"": [2, 5], ""comp_r0_asc_tl"": [1, 1], ""comp_r0_asc_clamped"": [1, 1], ""comp_c0_asc_tl"": [5, 0], ""comp_c0_asc_clamped"": [5, 0], ""comp_color_asc_tl"": [2, 5], ""comp_color_asc_clamped"": [2, 5]}",9x9
171,"1,6",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [4, 2], ""least_color_bbox_tl"": [1, 1], ""least_color_centered"": [3, 5], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [4, 2], ""comp_size_desc_tl"": [1, 6], ""comp_size_desc_clamped"": [1, 6], ""comp_area_desc_tl"": [1, 6], ""comp_area_desc_clamped"": [1, 6], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [0, 1], ""comp_c0_asc_clamped"": [0, 1], ""comp_color_asc_tl"": [1, 1], ""comp_color_asc_clamped"": [1, 1]}",9x9
172,"0,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [4, 4], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [2, 1], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [4, 4], ""comp_size_desc_tl"": [6, 5], ""comp_size_desc_clamped"": [6, 5], ""comp_area_desc_tl"": [0, 0], ""comp_area_desc_clamped"": [0, 0], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
173,"6,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [4, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [6, 0], ""comp_size_desc_clamped"": [6, 0], ""comp_area_desc_tl"": [6, 0], ""comp_area_desc_clamped"": [6, 0], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
174,"5,2",1,"{""nz_bbox_tl"": [0, 2], ""mode_color_bbox_tl"": [0, 2], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [0, 2], ""least_color_centered"": [1, 4], ""color8_bbox_tl"": [0, 2], ""color8_centered"": [1, 4], ""comp_size_desc_tl"": [5, 2], ""comp_size_desc_clamped"": [5, 2], ""comp_area_desc_tl"": [5, 2], ""comp_area_desc_clamped"": [5, 2], ""comp_r0_asc_tl"": [0, 2], ""comp_r0_asc_clamped"": [0, 2], ""comp_c0_asc_tl"": [0, 2], ""comp_c0_asc_clamped"": [0, 2], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
175,"6,1",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [2, 1], ""mode_color_centered"": [5, 3], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [2, 2], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [2, 2], ""comp_size_desc_tl"": [6, 1], ""comp_size_desc_clamped"": [6, 1], ""comp_area_desc_tl"": [6, 1], ""comp_area_desc_clamped"": [6, 1], ""comp_r0_asc_tl"": [1, 0], ""comp_r0_asc_clamped"": [1, 0], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [2, 2], ""comp_color_asc_clamped"": [2, 2]}",9x9
176,"1,6",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [1, 1], ""mode_color_centered"": [4, 4], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [2, 3], ""color8_bbox_tl"": [1, 1], ""color8_centered"": [4, 4], ""comp_size_desc_tl"": [6, 5], ""comp_size_desc_clamped"": [6, 5], ""comp_area_desc_tl"": [1, 6], ""comp_area_desc_clamped"": [1, 6], ""comp_r0_asc_tl"": [0, 2], ""comp_r0_asc_clamped"": [0, 2], ""comp_c0_asc_tl"": [4, 1], ""comp_c0_asc_clamped"": [4, 1], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
177,"6,1",1,"{""nz_bbox_tl"": [1, 1], ""mode_color_bbox_tl"": [1, 1], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [3, 1], ""least_color_centered"": [5, 2], ""color8_bbox_tl"": [1, 1], ""color8_centered"": [3, 4], ""comp_size_desc_tl"": [1, 6], ""comp_size_desc_clamped"": [1, 6], ""comp_area_desc_tl"": [6, 1], ""comp_area_desc_clamped"": [6, 1], ""comp_r0_asc_tl"": [1, 6], ""comp_r0_asc_clamped"": [1, 6], ""comp_c0_asc_tl"": [6, 1], ""comp_c0_asc_clamped"": [6, 1], ""comp_color_asc_tl"": [3, 3], ""comp_color_asc_clamped"": [3, 3]}",9x9
178,"5,1",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [1, 1], ""mode_color_centered"": [3, 5], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [1, 1], ""color8_centered"": [3, 5], ""comp_size_desc_tl"": [1, 6], ""comp_size_desc_clamped"": [1, 6], ""comp_area_desc_tl"": [0, 2], ""comp_area_desc_clamped"": [0, 2], ""comp_r0_asc_tl"": [0, 2], ""comp_r0_asc_clamped"": [0, 2], ""comp_c0_asc_tl"": [5, 1], ""comp_c0_asc_clamped"": [5, 1], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
179,"0,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [5, 2], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [1, 3], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [5, 2], ""comp_size_desc_tl"": [5, 0], ""comp_size_desc_clamped"": [5, 0], ""comp_area_desc_tl"": [0, 0], ""comp_area_desc_clamped"": [0, 0], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
180,"0,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 2], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 4], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [2, 2], ""comp_size_desc_tl"": [0, 2], ""comp_size_desc_clamped"": [0, 2], ""comp_area_desc_tl"": [0, 6], ""comp_area_desc_clamped"": [0, 6], ""comp_r0_asc_tl"": [0, 2], ""comp_r0_asc_clamped"": [0, 2], ""comp_c0_asc_tl"": [5, 0], ""comp_c0_asc_clamped"": [5, 0], ""comp_color_asc_tl"": [0, 6], ""comp_color_asc_clamped"": [0, 6]}",9x9
181,"6,4",1,"{""nz_bbox_tl"": [1, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [3, 2], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [4, 3], ""color8_bbox_tl"": [1, 0], ""color8_centered"": [3, 2], ""comp_size_desc_tl"": [1, 0], ""comp_size_desc_clamped"": [1, 0], ""comp_area_desc_tl"": [6, 4], ""comp_area_desc_clamped"": [6, 4], ""comp_r0_asc_tl"": [1, 0], ""comp_r0_asc_clamped"": [1, 0], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [1, 2], ""comp_color_asc_clamped"": [1, 2]}",9x9
182,"5,1",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [2, 4], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [4, 3], ""color8_bbox_tl"": [0, 1], ""color8_centered"": [2, 4], ""comp_size_desc_tl"": [1, 6], ""comp_size_desc_clamped"": [1, 6], ""comp_area_desc_tl"": [5, 1], ""comp_area_desc_clamped"": [5, 1], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [0, 1], ""comp_c0_asc_clamped"": [0, 1], ""comp_color_asc_tl"": [0, 3], ""comp_color_asc_clamped"": [0, 3]}",9x9
183,"0,6",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [2, 4], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 2], ""comp_size_desc_tl"": [0, 6], ""comp_size_desc_clamped"": [0, 6], ""comp_area_desc_tl"": [0, 6], ""comp_area_desc_clamped"": [0, 6], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [4, 0], ""comp_c0_asc_clamped"": [4, 0], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
184,"2,6",1,"{""nz_bbox_tl"": [2, 0], ""mode_color_bbox_tl"": [2, 0], ""mode_color_centered"": [4, 2], ""least_color_bbox_tl"": [2, 0], ""least_color_centered"": [3, 4], ""color8_bbox_tl"": [2, 0], ""color8_centered"": [4, 2], ""comp_size_desc_tl"": [6, 4], ""comp_size_desc_clamped"": [6, 4], ""comp_area_desc_tl"": [2, 6], ""comp_area_desc_clamped"": [2, 6], ""comp_r0_asc_tl"": [2, 0], ""comp_r0_asc_clamped"": [2, 0], ""comp_c0_asc_tl"": [2, 0], ""comp_c0_asc_clamped"": [2, 0], ""comp_color_asc_tl"": [2, 6], ""comp_color_asc_clamped"": [2, 6]}",9x9
185,"1,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [1, 0], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [1, 0], ""comp_size_desc_clamped"": [1, 0], ""comp_area_desc_tl"": [1, 0], ""comp_area_desc_clamped"": [1, 0], ""comp_r0_asc_tl"": [0, 5], ""comp_r0_asc_clamped"": [0, 5], ""comp_c0_asc_tl"": [1, 0], ""comp_c0_asc_clamped"": [1, 0], ""comp_color_asc_tl"": [1, 0], ""comp_color_asc_clamped"": [1, 0]}",9x9
186,"0,2",1,"{""nz_bbox_tl"": [0, 2], ""mode_color_bbox_tl"": [0, 2], ""mode_color_centered"": [3, 4], ""least_color_bbox_tl"": [0, 2], ""least_color_centered"": [3, 5], ""color8_bbox_tl"": [0, 2], ""color8_centered"": [3, 5], ""comp_size_desc_tl"": [0, 2], ""comp_size_desc_clamped"": [0, 2], ""comp_area_desc_tl"": [0, 2], ""comp_area_desc_clamped"": [0, 2], ""comp_r0_asc_tl"": [0, 2], ""comp_r0_asc_clamped"": [0, 2], ""comp_c0_asc_tl"": [0, 2], ""comp_c0_asc_clamped"": [0, 2], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
187,"0,1",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 1], ""mode_color_centered"": [2, 3], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [2, 3], ""color8_bbox_tl"": [0, 2], ""color8_centered"": [4, 4], ""comp_size_desc_tl"": [0, 1], ""comp_size_desc_clamped"": [0, 1], ""comp_area_desc_tl"": [0, 1], ""comp_area_desc_clamped"": [0, 1], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [0, 1], ""comp_c0_asc_clamped"": [0, 1], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
188,"0,1",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [4, 4], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [1, 1], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [4, 4], ""comp_size_desc_tl"": [6, 5], ""comp_size_desc_clamped"": [6, 5], ""comp_area_desc_tl"": [0, 1], ""comp_area_desc_clamped"": [0, 1], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [6, 0], ""comp_c0_asc_clamped"": [6, 0], ""comp_color_asc_tl"": [0, 1], ""comp_color_asc_clamped"": [0, 1]}",9x9
189,"1,4",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 2], ""comp_size_desc_tl"": [1, 4], ""comp_size_desc_clamped"": [1, 4], ""comp_area_desc_tl"": [1, 4], ""comp_area_desc_clamped"": [1, 4], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
190,"0,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [3, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [2, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [3, 3], ""comp_size_desc_tl"": [5, 0], ""comp_size_desc_clamped"": [5, 0], ""comp_area_desc_tl"": [1, 5], ""comp_area_desc_clamped"": [1, 5], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 0], ""comp_color_asc_clamped"": [0, 0]}",9x9
191,"4,1",1,"{""nz_bbox_tl"": [0, 1], ""mode_color_bbox_tl"": [0, 2], ""mode_color_centered"": [2, 5], ""least_color_bbox_tl"": [0, 1], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [0, 2], ""color8_centered"": [2, 5], ""comp_size_desc_tl"": [0, 6], ""comp_size_desc_clamped"": [0, 6], ""comp_area_desc_tl"": [4, 1], ""comp_area_desc_clamped"": [4, 1], ""comp_r0_asc_tl"": [0, 2], ""comp_r0_asc_clamped"": [0, 2], ""comp_c0_asc_tl"": [4, 1], ""comp_c0_asc_clamped"": [4, 1], ""comp_color_asc_tl"": [0, 3], ""comp_color_asc_clamped"": [0, 3]}",9x9
192,"4,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [1, 0], ""mode_color_centered"": [4, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [1, 3], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [1, 3], ""comp_size_desc_tl"": [4, 0], ""comp_size_desc_clamped"": [4, 0], ""comp_area_desc_tl"": [4, 0], ""comp_area_desc_clamped"": [4, 0], ""comp_r0_asc_tl"": [0, 1], ""comp_r0_asc_clamped"": [0, 1], ""comp_c0_asc_tl"": [4, 0], ""comp_c0_asc_clamped"": [4, 0], ""comp_color_asc_tl"": [1, 3], ""comp_color_asc_clamped"": [1, 3]}",9x9
193,"5,0",1,"{""nz_bbox_tl"": [0, 0], ""mode_color_bbox_tl"": [0, 0], ""mode_color_centered"": [1, 3], ""least_color_bbox_tl"": [0, 0], ""least_color_centered"": [3, 2], ""color8_bbox_tl"": [0, 0], ""color8_centered"": [1, 3], ""comp_size_desc_tl"": [0, 4], ""comp_size_desc_clamped"": [0, 4], ""comp_area_desc_tl"": [4, 5], ""comp_area_desc_clamped"": [4, 5], ""comp_r0_asc_tl"": [0, 0], ""comp_r0_asc_clamped"": [0, 0], ""comp_c0_asc_tl"": [0, 0], ""comp_c0_asc_clamped"": [0, 0], ""comp_color_asc_tl"": [0, 2], ""comp_color_asc_clamped"": [0, 2]}",9x9
194,"2,6",1,"{""nz_bbox_tl"": [2, 2], ""mode_color_bbox_tl"": [2, 2], ""mode_color_centered"": [5, 4], ""least_color_bbox_tl"": [2, 2], ""least_color_centered"": [3, 4], ""color8_bbox_tl"": [2, 2], ""color8_centered"": [5, 4], ""comp_size_desc_tl"": [6, 6], ""comp_size_desc_clamped"": [6, 6], ""comp_area_desc_tl"": [2, 2], ""comp_area_desc_clamped"": [2, 2], ""comp_r0_asc_tl"": [2, 2], ""comp_r0_asc_clamped"": [2, 2], ""comp_c0_asc_tl"": [2, 2], ""comp_c0_asc_clamped"": [2, 2], ""comp_color_asc_tl"": [2, 2], ""comp_color_asc_clamped"": [2, 2]}",9x9
