queue_rank,task_id,target_phase,synthesis_family,route_prediction,current_source,current_template,current_cost,current_points,target_cost,projected_gain_to_target,priority_score,required_system,first_action,preferred_lowerings,reject_lowerings,proof_requirements,worker_acceptance,leakage_risk,private_risk
42,17,phase1_6500_bridge,signature_lookup_current,sparse_edit_or_object_completion,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,33755,14.573116166524029,9000,1.3219039771576142,25.995923605052113,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task017: validation pass, cost < 33755, target cost <= 9000, static/banned-op gate pass",high,high until replaced by rule
43,2,phase1_6500_bridge,signature_lookup_current,sparse_edit_or_object_completion,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,33547,14.579297280376213,9000,1.3157228633054299,25.927931352678087,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task002: validation pass, cost < 33547, target cost <= 9000, static/banned-op gate pass",high,high until replaced by rule
44,306,phase1_6500_bridge,signature_lookup_current,sparse_edit_or_object_completion,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,32802,14.601755231876945,9000,1.2932649118046982,25.68089388617004,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task306: validation pass, cost < 32802, target cost <= 9000, static/banned-op gate pass",high,high until replaced by rule
45,231,phase1_6500_bridge,signature_lookup_current,crop_or_resize,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,30755,14.666192138357532,9000,1.228828005324111,24.97208791488358,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task231: validation pass, cost < 30755, target cost <= 9000, static/banned-op gate pass",high,high until replaced by rule
46,88,phase1_6500_bridge,signature_lookup_current,crop_or_resize,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,30659,14.669318463892141,9000,1.225701679789502,24.93769833400288,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task088: validation pass, cost < 30659, target cost <= 9000, static/banned-op gate pass",high,high until replaced by rule
47,205,phase1_6500_bridge,signature_lookup_current,crop_or_resize,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,30083,14.68828449286678,9000,1.2067356508148634,24.729072015281858,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task205: validation pass, cost < 30083, target cost <= 9000, static/banned-op gate pass",high,high until replaced by rule
48,392,phase1_6500_bridge,point_to_line_pattern,same_shape_global_transform,massimilianoghiotto_6254,baseline,30870,14.662459882503795,9000,1.2325602611778486,24.66314272927469,seed-to-pattern grammar,"identify seed colors and directions; enumerate rays, periodic diagonal shifts, boxes, and reflected motifs; bind colors through roles rather than absolute labels when possible",constant affine coordinate masks; small Conv kernels for line detection; Gather/Where over precomputed row-column masks,per-cell ScatterND table; full-grid iterative ray propagation; Where chain over all periods,direction/period inferred from train examples; sample validation pass; private-like rule note names the invariant; cost is lower than current selected ONNX,"task392: validation pass, cost < 30870, target cost <= 9000, static/banned-op gate pass",medium,medium
49,62,phase1_6500_bridge,point_to_line_pattern,same_shape_global_transform,massimilianoghiotto_6254,baseline,30609,14.670950637656585,9000,1.2240695060250584,24.569744422594,seed-to-pattern grammar,"identify seed colors and directions; enumerate rays, periodic diagonal shifts, boxes, and reflected motifs; bind colors through roles rather than absolute labels when possible",constant affine coordinate masks; small Conv kernels for line detection; Gather/Where over precomputed row-column masks,per-cell ScatterND table; full-grid iterative ray propagation; Where chain over all periods,direction/period inferred from train examples; sample validation pass; private-like rule note names the invariant; cost is lower than current selected ONNX,"task062: validation pass, cost < 30609, target cost <= 9000, static/banned-op gate pass",medium,medium
50,101,phase1_6500_bridge,signature_lookup_current,sparse_edit_or_object_completion,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,29435,14.710060278537638,9000,1.1849598651440054,24.489538372902416,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task101: validation pass, cost < 29435, target cost <= 9000, static/banned-op gate pass",high,high until replaced by rule
51,324,phase1_6500_bridge,signature_lookup_current,sparse_edit_or_object_completion,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,28891,14.728714593085465,9000,1.166305550596178,24.284340912876317,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task324: validation pass, cost < 28891, target cost <= 9000, static/banned-op gate pass",high,high until replaced by rule
