priority_rank,task_id,current_cost,current_points,synthesis_family,route_prediction,current_source,current_template,target_phase,required_system,required_lowering,main_blocker,gain_if_cost_le_9000,gain_if_cost_le_3000,gain_if_cost_le_1000,gain_if_cost_le_300
343,150,1014,18.078342,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.013903,1.217876
344,155,1014,18.078342,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.013903,1.217876
345,73,910,18.186555,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,"line, ray, and grid grammar","precomputed row/column masks, small convolution kernels, sparse ScatterND","needs grammar search across line direction, color role, and stop conditions",0.000000,0.000000,0.000000,1.109662
346,95,910,18.186555,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,seed-to-pattern grammar,"constant kernels, affine coordinate generation, sparse ScatterND","must infer period, direction, and color binding without overfitting train examples",0.000000,0.000000,0.000000,1.109662
347,98,910,18.186555,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.000000,1.109662
348,120,910,18.186555,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.000000,1.109662
349,147,910,18.186555,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.000000,1.109662
350,151,910,18.186555,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,"line, ray, and grid grammar","precomputed row/column masks, small convolution kernels, sparse ScatterND","needs grammar search across line direction, color role, and stop conditions",0.000000,0.000000,0.000000,1.109662
351,171,910,18.186555,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,seed-to-pattern grammar,"constant kernels, affine coordinate generation, sparse ScatterND","must infer period, direction, and color binding without overfitting train examples",0.000000,0.000000,0.000000,1.109662
352,266,910,18.186555,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,seed-to-pattern grammar,"constant kernels, affine coordinate generation, sparse ScatterND","must infer period, direction, and color binding without overfitting train examples",0.000000,0.000000,0.000000,1.109662
353,272,910,18.186555,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.000000,1.109662
354,283,910,18.186555,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.000000,1.109662
355,294,910,18.186555,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.000000,1.109662
356,331,910,18.186555,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.000000,1.109662
357,15,900,18.197605,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.000000,1.098612
358,127,900,18.197605,region_partition_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,region and room-fill synthesizer,"static line-grid reductions, boundary masks, limited unroll only after cost model approval",naive flood-fill unroll is correct but too costly,0.000000,0.000000,0.000000,1.098612
359,220,900,18.197605,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.000000,1.098612
360,230,900,18.197605,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.000000,1.098612
361,282,900,18.197605,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,seed-to-pattern grammar,"constant kernels, affine coordinate generation, sparse ScatterND","must infer period, direction, and color binding without overfitting train examples",0.000000,0.000000,0.000000,1.098612
362,317,900,18.197605,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,seed-to-pattern grammar,"constant kernels, affine coordinate generation, sparse ScatterND","must infer period, direction, and color binding without overfitting train examples",0.000000,0.000000,0.000000,1.098612
363,339,884,18.215543,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,1.080675
364,322,867,18.234961,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,seed-to-pattern grammar,"constant kernels, affine coordinate generation, sparse ScatterND","must infer period, direction, and color binding without overfitting train examples",0.000000,0.000000,0.000000,1.061257
365,129,807,18.306676,point_to_line_pattern,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,phase4_7600_contender,seed-to-pattern grammar,"constant kernels, affine coordinate generation, sparse ScatterND","must infer period, direction, and color binding without overfitting train examples",0.000000,0.000000,0.000000,0.989541
366,111,797,18.319145,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,0.977072
367,144,786,18.333043,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,0.963174
368,318,739,18.394702,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,0.901515
369,26,738,18.396056,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,0.900161
370,380,728,18.409699,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,"line, ray, and grid grammar","precomputed row/column masks, small convolution kernels, sparse ScatterND","needs grammar search across line direction, color role, and stop conditions",0.000000,0.000000,0.000000,0.886519
371,167,685,18.470581,region_partition_fill,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,phase4_7600_contender,region and room-fill synthesizer,"static line-grid reductions, boundary masks, limited unroll only after cost model approval",naive flood-fill unroll is correct but too costly,0.000000,0.000000,0.000000,0.825636
372,236,643,18.533855,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,0.762362
373,334,609,18.588182,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,0.708036
374,373,524,18.738508,region_partition_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,region and room-fill synthesizer,"static line-grid reductions, boundary masks, limited unroll only after cost model approval",naive flood-fill unroll is correct but too costly,0.000000,0.000000,0.000000,0.557709
375,393,459,18.870950,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,0.425268
376,149,437,18.920067,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,0.376151
377,87,368,19.091917,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.000000,0.204300
378,140,368,19.091917,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.000000,0.204300
379,186,364,19.102846,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.000000,0.193371
380,135,360,19.113896,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,0.182322
381,67,315,19.247427,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,0.048790
382,56,213,19.638708,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,0.000000
383,261,200,19.701683,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.000000,0.000000
384,103,193,19.737310,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,0.000000
385,258,160,19.924826,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.000000,0.000000
386,326,160,19.924826,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,0.000000
387,53,30,21.598803,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.000000,0.000000
388,113,30,21.598803,region_partition_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,region and room-fill synthesizer,"static line-grid reductions, boundary masks, limited unroll only after cost model approval",naive flood-fill unroll is correct but too costly,0.000000,0.000000,0.000000,0.000000
389,116,30,21.598803,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,0.000000
390,164,30,21.598803,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,0.000000
391,172,30,21.598803,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,0.000000
392,210,30,21.598803,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,0.000000
393,311,30,21.598803,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,phase4_7600_contender,object-anchor crop/resize synthesizer,"Slice/Gather with constant object anchors, bbox from cheap reductions, small ScatterND for padding",bbox/dynamic shape lowering can become expensive or forbidden if NonZero/Compress is used,0.000000,0.000000,0.000000,0.000000
394,385,30,21.598803,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,seed-to-pattern grammar,"constant kernels, affine coordinate generation, sparse ScatterND","must infer period, direction, and color binding without overfitting train examples",0.000000,0.000000,0.000000,0.000000
395,16,10,22.697415,region_partition_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,region and room-fill synthesizer,"static line-grid reductions, boundary masks, limited unroll only after cost model approval",naive flood-fill unroll is correct but too costly,0.000000,0.000000,0.000000,0.000000
396,276,10,22.697415,color_map,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,color role normalizer,Equal + Where or small one-hot MatMul,usually low upside; useful as a subprogram rather than standalone,0.000000,0.000000,0.000000,0.000000
397,309,10,22.697415,color_map,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,color role normalizer,Equal + Where or small one-hot MatMul,usually low upside; useful as a subprogram rather than standalone,0.000000,0.000000,0.000000,0.000000
398,337,10,22.697415,color_map,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,color role normalizer,Equal + Where or small one-hot MatMul,usually low upside; useful as a subprogram rather than standalone,0.000000,0.000000,0.000000,0.000000
399,179,0,25.000000,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.000000,0.000000
400,241,0,25.000000,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,phase4_7600_contender,sparse edit and object completion enumerator,GatherND/ScatterND over sparse coordinate programs; small Conv kernels for local masks,full-grid Where chains pass validation but lose on official-like cost,0.000000,0.000000,0.000000,0.000000
